enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000376468	ENSP00000365651	134	P16860	NPPB
ENST00000376473	ENSP00000365656	315	Q5SQH8	C6orf136
ENST00000376480	ENSP00000365663	151	P01160	NPPA
ENST00000376485	ENSP00000365668	421	Q5SQI0	ATAT1
ENST00000376495	ENSP00000365678	481	Q5VV17	OTUD1
ENST00000376499	ENSP00000365682	770	Q04724	TLE1
ENST00000376503	ENSP00000365686	708	P46059	SLC15A1
ENST00000376504	ENSP00000365687	328	Q7RTS3	PTF1A
ENST00000376509	ENSP00000365692	311	Q9P1W9	PIM2
ENST00000376510	ENSP00000365693	182	Q9Y3D2	MSRB2
ENST00000376511	ENSP00000365694	940	Q96QC0	PPP1R10
ENST00000376530	ENSP00000365713	450	Q9H313	TTYH1
ENST00000376547	ENSP00000365730	443	Q9Y6E0	STK24
ENST00000376552	ENSP00000365735	773	Q04727	TLE4
ENST00000376560	ENSP00000365744	188	P79522	PRR3
ENST00000376563	ENSP00000365747	265	O60828	PQBP1
ENST00000376568	ENSP00000365752	913	Q08345	DDR1
ENST00000376572	ENSP00000365756	634	Q8IYS2	KIAA2013
ENST00000376573	ENSP00000365757	406	P48426	PIP4K2A
ENST00000376582	ENSP00000365766	172	O60830	TIMM17B
ENST00000376588	ENSP00000365773	370	Q9Y617	PSAT1
ENST00000376590	ENSP00000365775	656	P42898	MTHFR
ENST00000376592	ENSP00000365777	656	P42898	MTHFR
ENST00000376608	ENSP00000479730	159	A6NCL2	LRCOL1
ENST00000376619	ENSP00000365804	1215	Q9UBN7	HDAC6
ENST00000376621	ENSP00000365806	607	P36915	GNL1
ENST00000376624	ENSP00000365811	509	O75602	SPAG6
ENST00000376630	ENSP00000365817	358	P13747	HLA-E
ENST00000376642	ENSP00000365829	154	Q9H633	RPP21
ENST00000376649	ENSP00000365837	427	Q9Y606	PUS1
ENST00000376650	ENSP00000365838	191	A6NFQ7	DPRX
ENST00000376652	ENSP00000365840	484	O75354	ENTPD6
ENST00000376656	ENSP00000365844	518	Q9HCM9	TRIM39
ENST00000376663	ENSP00000365851	326	P35226	BMI1
ENST00000376667	ENSP00000365855	211	Q9UI95	MAD2L2
ENST00000376670	ENSP00000365858	413	P15976	GATA1
ENST00000376673	ENSP00000365861	373	Q5VZF2	MBNL2
ENST00000376687	ENSP00000365877	412	O43463	SUV39H1
ENST00000376692	ENSP00000365882	211	Q9UI95	MAD2L2
ENST00000376693	ENSP00000365883	236	Q8WV74	NUDT8
ENST00000376694	ENSP00000365884	465	Q9C019	TRIM15
ENST00000376701	ENSP00000365891	502	P42768	WAS
ENST00000376705	ENSP00000365895	471	Q8IZP7	HS6ST3
ENST00000376708	ENSP00000365898	432	Q5VYV0	FOXB2
ENST00000376709	ENSP00000365899	365	Q9NZR4	VSX1
ENST00000376716	ENSP00000365906	731	Q8N8J6	ZNF615
ENST00000376718	ENSP00000365908	3088	Q8WUY3	PRUNE2
ENST00000376724	ENSP00000365914	258	Q6P9F5	TRIM40
ENST00000376730	ENSP00000365920	428	Q02742	GCNT1
ENST00000376734	ENSP00000365924	425	Q9BZY9	TRIM31
ENST00000376736	ENSP00000365926	155	Q969G6	RFK
ENST00000376741	ENSP00000365931	613	Q02086	SP2
ENST00000376745	ENSP00000365936	330	P62136	PPP1CA
ENST00000376747	ENSP00000365938	1516	Q9NYU1	UGGT2
ENST00000376753	ENSP00000365944	293	Q9NRD1	FBXO6
ENST00000376755	ENSP00000365946	157	P98179	RBM3
ENST00000376759	ENSP00000365950	157	P98179	RBM3
ENST00000376770	ENSP00000365961	255	Q9H4M3	FBXO44
ENST00000376771	ENSP00000365962	688	Q3MII6	TBC1D25
ENST00000376772	ENSP00000365963	126	O60927	PPP1R11
ENST00000376782	ENSP00000365978	126	Q9P1U0	ZNRD1
ENST00000376785	ENSP00000365981	126	Q9P1U0	ZNRD1
ENST00000376809	ENSP00000366005	365	P04439	HLA-A
ENST00000376810	ENSP00000366006	338	Q9Y5Z9	UBIAD1
ENST00000376819	ENSP00000366015	346	O43827	ANGPTL7
ENST00000376829	ENSP00000366025	867	Q86YF9	DZIP1
ENST00000376834	ENSP00000366030	409	Q8N4J0	CARNMT1
ENST00000376836	ENSP00000366032	195	Q9UBI1	COMMD3
ENST00000376840	ENSP00000366036	1140	O95759	TBC1D8
ENST00000376851	ENSP00000366047	244	Q92876	KLK6
ENST00000376854	ENSP00000366050	194	Q8IXQ3	C9orf40
ENST00000376861	ENSP00000366057	346	P30511	HLA-F
ENST00000376862	ENSP00000366058	258	Q9H7V2	SYNDIG1
ENST00000376865	ENSP00000366061	153	Q5H8A3	NMS
ENST00000376874	ENSP00000366070	403	Q5EBL4	RILPL1
ENST00000376901	ENSP00000366098	293	O95070	YIF1A
ENST00000376911	ENSP00000366109	346	P04083	ANXA1
ENST00000376917	ENSP00000366115	247	Q16653	MOG
ENST00000376919	ENSP00000366118	188	Q16384	SSX1
ENST00000376923	ENSP00000366122	188	O60225	SSX5
ENST00000376925	ENSP00000366124	146	P01034	CST3
ENST00000376926	ENSP00000482657	947	Q99558	MAP3K14
ENST00000376935	ENSP00000452219	91	P0DJ93	SMIM13
ENST00000376936	ENSP00000366135	885	Q01780	EXOSC10
ENST00000376940	ENSP00000366139	159	Q96QH8	SPACA5
ENST00000376945	ENSP00000366144	276	Q9Y651	SOX21
ENST00000376947	ENSP00000366146	312	O95918	OR2H2
ENST00000376954	ENSP00000366153	661	P51508	ZNF81
ENST00000376955	ENSP00000366154	268	Q8NC06	ACBD4
ENST00000376957	ENSP00000366156	302	P19623	SRM
ENST00000376958	ENSP00000366157	440	Q86V85	GPR180
ENST00000376960	ENSP00000366159	213	O76080	ZFAND5
ENST00000376962	ENSP00000366161	213	O76080	ZFAND5
ENST00000376970	ENSP00000366169	1995	Q7Z406	MYH14
ENST00000376971	ENSP00000366170	159	Q5W186	CST9
ENST00000376974	ENSP00000366173	242	A6NI87	CBY3
ENST00000376979	ENSP00000366178	147	Q9H4G1	CST9L
ENST00000376980	ENSP00000366179	554	Q96KC8	DNAJC1
ENST00000376983	ENSP00000366182	428	P19419	ELK1
ENST00000377009	ENSP00000366208	138	Q9H112	CST11
ENST00000377022	ENSP00000366221	1759	Q86V15	CASZ1
ENST00000377024	ENSP00000366223	161	Q5W0N0	C9orf57
ENST00000377026	ENSP00000366225	298	Q9H115	NAPB
ENST00000377028	ENSP00000366227	519	P40126	DCT
ENST00000377031	ENSP00000366230	179	Q96MD7	C9orf85
ENST00000377032	ENSP00000482464	117	P01611	IGKV1D-12
ENST00000377034	ENSP00000366233	961	Q9UBS5	GABBR1
ENST00000377035	ENSP00000366234	164	Q6EBC2	IL31
ENST00000377038	ENSP00000366237	331	O00273	DFFA
ENST00000377044	ENSP00000366243	1383	Q9UHN6	CEMIP2
ENST00000377045	ENSP00000366244	606	P10398	ARAF
ENST00000377046	ENSP00000366245	513	Q92993	KAT5
ENST00000377047	ENSP00000366246	555	Q9Y625	GPC6
ENST00000377049	ENSP00000366248	105	O00230	CORT
ENST00000377050	ENSP00000366249	165	O15205	UBD
ENST00000377051	ENSP00000366250	711	Q9H116	GZF1
ENST00000377059	ENSP00000366258	1068	P55197	MLLT10
ENST00000377067	ENSP00000366267	572	P78333	GPC5
ENST00000377071	ENSP00000366271	1336	Q8NHM5	KDM2B
ENST00000377073	ENSP00000366273	506	P51786	ZNF157
ENST00000377075	ENSP00000366275	775	Q6P4Q7	CNNM4
ENST00000377084	ENSP00000366288	696	Q96PX8	SLITRK1
ENST00000377086	ENSP00000366290	1816	O60333	KIF1B
ENST00000377087	ENSP00000366291	188	Q8NEJ0	DUSP18
ENST00000377095	ENSP00000366299	359	Q9BZJ4	SLC25A39
ENST00000377102	ENSP00000366306	315	O43597	SPRY2
ENST00000377103	ENSP00000366307	575	P07204	THBD
ENST00000377104	ENSP00000366308	315	O43597	SPRY2
ENST00000377115	ENSP00000366319	457	Q9Y261	FOXA2
ENST00000377122	ENSP00000366326	1014	O76041	NEBL
ENST00000377126	ENSP00000366330	244	Q13886	KLF9
ENST00000377127	ENSP00000366331	378	P35410	MAS1L
ENST00000377132	ENSP00000366336	316	Q9GZK4	OR2H1
ENST00000377133	ENSP00000366337	316	Q9GZK4	OR2H1
ENST00000377136	ENSP00000366340	316	Q9GZK4	OR2H1
ENST00000377138	ENSP00000366343	312	Q96KK4	OR10C1
ENST00000377139	ENSP00000366344	427	Q14653	IRF3
ENST00000377142	ENSP00000366347	273	O95096	NKX2-2
ENST00000377147	ENSP00000366352	315	Q9GZK7	OR11A1
ENST00000377148	ENSP00000366353	315	Q9GZK7	OR11A1
ENST00000377149	ENSP00000366354	315	Q9GZK7	OR11A1
ENST00000377154	ENSP00000366359	321	Q9UGF6	OR5V1
ENST00000377160	ENSP00000366365	321	Q9UGF5	OR14J1
ENST00000377171	ENSP00000366376	312	Q9GZK6	OR2J1
ENST00000377173	ENSP00000366378	313	O76000	OR2B3
ENST00000377175	ENSP00000366380	320	Q9Y3N9	OR2W1
ENST00000377179	ENSP00000366384	666	Q5JNZ3	ZNF311
ENST00000377182	ENSP00000366387	686	Q7Z304	MAMDC2
ENST00000377185	ENSP00000366390	293	Q5MJ68	SPDYC
ENST00000377190	ENSP00000366395	617	Q86TM6	SYVN1
ENST00000377191	ENSP00000366396	950	Q9H0D6	XRN2
ENST00000377197	ENSP00000366402	229	Q5VTT2	C9orf135
ENST00000377199	ENSP00000366404	513	P14373	TRIM27
ENST00000377205	ENSP00000366410	279	Q9HAN9	NMNAT1
ENST00000377208	ENSP00000366413	419	Q01851	POU4F1
ENST00000377213	ENSP00000366418	190	Q8WZA0	LZIC
ENST00000377223	ENSP00000366430	190	Q8WZA0	LZIC
ENST00000377227	ENSP00000366434	719	Q96RL1	UIMC1
ENST00000377244	ENSP00000366452	342	Q9NRS6	SNX15
ENST00000377245	ENSP00000366453	1190	Q9UDY2	TJP2
ENST00000377252	ENSP00000366460	529	Q6UX71	PLXDC2
ENST00000377255	ENSP00000366465	538	Q9BRR0	ZKSCAN3
ENST00000377256	ENSP00000366466	81	Q9NSA3	CTNNBIP1
ENST00000377258	ENSP00000366468	81	Q9NSA3	CTNNBIP1
ENST00000377263	ENSP00000366474	81	Q9NSA3	CTNNBIP1
ENST00000377264	ENSP00000366475	1938	Q2TAZ0	ATG2A
ENST00000377275	ENSP00000366487	179	Q96KC2	ARL5B
ENST00000377276	ENSP00000366488	351	P22612	PRKACG
ENST00000377280	ENSP00000366493	165	P0DN87	CGB7
ENST00000377294	ENSP00000366509	545	Q969J2	ZKSCAN4
ENST00000377298	ENSP00000366513	981	O94985	CLSTN1
ENST00000377304	ENSP00000366519	469	Q8TEA1	NSUN6
ENST00000377311	ENSP00000366528	170	Q8N6L7	TMEM252
ENST00000377313	ENSP00000366530	615	O00255	MEN1
ENST00000377317	ENSP00000366534	365	O75593	FOXH1
ENST00000377325	ENSP00000366542	485	P49910	ZNF165
ENST00000377340	ENSP00000366557	848	Q9BZJ0	CRNKL1
ENST00000377346	ENSP00000366563	1044	O00329	PIK3CD
ENST00000377351	ENSP00000366568	1058	P22314	UBA1
ENST00000377365	ENSP00000366582	535	A6NMK8	INSYN2B
ENST00000377369	ENSP00000366586	691	Q504Y0	SLC39A12
ENST00000377386	ENSP00000366603	437	O43493	TGOLN2
ENST00000377390	ENSP00000366607	639	Q15637	SF1
ENST00000377391	ENSP00000366608	395	Q4V339	CBWD6
ENST00000377399	ENSP00000366616	273	Q96BD6	SPSB1
ENST00000377400	ENSP00000366617	395	Q9BRT8	CBWD1
ENST00000377401	ENSP00000366618	126	Q99880	HIST1H2BL
ENST00000377403	ENSP00000366620	791	O95479	H6PD
ENST00000377411	ENSP00000366628	335	Q5UAW9	GPR157
ENST00000377413	ENSP00000366630	416	Q8WXT5	FOXD4L4
ENST00000377419	ENSP00000366636	751	Q99676	ZNF184
ENST00000377420	ENSP00000366637	416	Q5VV16	FOXD4L5
ENST00000377424	ENSP00000366641	501	P22732	SLC2A5
ENST00000377428	ENSP00000366645	156	Q9UJQ7	SCP2D1
ENST00000377443	ENSP00000366662	308	P23280	CA6
ENST00000377452	ENSP00000366672	209	Q8TEA8	DTD1
ENST00000377453	ENSP00000366673	358	O75503	CLN5
ENST00000377459	ENSP00000366679	128	Q96KK5	HIST1H2AH
ENST00000377462	ENSP00000366682	481	A6NK06	ACOD1
ENST00000377465	ENSP00000366685	767	Q15437	SEC23B
ENST00000377470	ENSP00000366690	591	Q76KD6	SPATC1
ENST00000377474	ENSP00000366694	325	Q96CX2	KCTD12
ENST00000377482	ENSP00000366702	462	Q9UJM3	ERRFI1
ENST00000377488	ENSP00000366708	189	Q99497	PARK7
ENST00000377491	ENSP00000366711	189	Q99497	PARK7
ENST00000377495	ENSP00000366715	351	Q5W0B7	TMEM236
ENST00000377497	ENSP00000366717	609	Q7LDG7	RASGRP2
ENST00000377507	ENSP00000366729	255	Q07011	TNFRSF9
ENST00000377524	ENSP00000366746	540	Q92783	STAM
ENST00000377526	ENSP00000366748	410	Q9Y679	AUP1
ENST00000377540	ENSP00000478589	672	Q96NG3	TTC25
ENST00000377561	ENSP00000478671	1288	Q96NU0	CNTNAP3B
ENST00000377566	ENSP00000366789	198	Q6XYB7	LBX2
ENST00000377574	ENSP00000366797	553	Q96S37	SLC22A12
ENST00000377575	ENSP00000366798	90	O00479	HMGN4
ENST00000377577	ENSP00000366800	559	Q9NVH1	DNAJC11
ENST00000377595	ENSP00000366819	230	P15374	UCHL3
ENST00000377601	ENSP00000366826	823	Q5SQ80	ANKRD20A2
ENST00000377602	ENSP00000366827	398	P61647	ST8SIA6
ENST00000377603	ENSP00000366828	316	Q9H1D9	POLR3F
ENST00000377604	ENSP00000366829	930	P98175	RBM10
ENST00000377615	ENSP00000366841	85	Q7Z4G1	COMMD6
ENST00000377634	ENSP00000366861	1137	Q9BY07	SLC4A5
ENST00000377636	ENSP00000366863	1298	O60343	TBC1D4
ENST00000377647	ENSP00000366875	1347	Q5TZJ5	SPATA31A1
ENST00000377648	ENSP00000366876	300	Q86YI8	PHF13
ENST00000377658	ENSP00000366886	597	Q9UJP4	KLHL21
ENST00000377669	ENSP00000366897	402	Q9Y4X4	KLF12
ENST00000377670	ENSP00000366898	669	Q9Y2N7	HIF3A
ENST00000377673	ENSP00000366901	273	Q8WUB2	FAM216A
ENST00000377674	ENSP00000366902	688	P10074	ZBTB48
ENST00000377687	ENSP00000366915	457	Q13887	KLF5
ENST00000377693	ENSP00000366922	119	Q6UWQ7	IGFL2
ENST00000377694	ENSP00000366923	278	Q8WX77	IGFBPL1
ENST00000377697	ENSP00000366926	124	Q6B9Z1	IGFL4
ENST00000377705	ENSP00000366934	702	Q5SY16	NOL9
ENST00000377707	ENSP00000366936	509	Q15464	SHB
ENST00000377708	ENSP00000366937	334	P78410	BTN3A2
ENST00000377710	ENSP00000366939	344	Q9BQP7	MGME1
ENST00000377716	ENSP00000366945	297	Q9H1U9	SLC25A51
ENST00000377721	ENSP00000366950	174	Q9BYQ4	KRTAP9-2
ENST00000377724	ENSP00000366953	559	Q5QP82	DCAF10
ENST00000377726	ENSP00000366955	136	Q9BYR5	KRTAP4-2
ENST00000377727	ENSP00000366956	103	P62805	HIST1H4A
ENST00000377733	ENSP00000366962	126	P62807	HIST1H2BC
ENST00000377741	ENSP00000366970	358	Q99678	GPR20
ENST00000377745	ENSP00000366974	103	P62805	HIST1H4A
ENST00000377747	ENSP00000366976	121	P0C5Y4	KRTAP1-4
ENST00000377755	ENSP00000366984	431	Q6A162	KRT40
ENST00000377759	ENSP00000366988	404	Q9Y5X3	SNX5
ENST00000377765	ENSP00000366995	1578	Q5SYB0	FRMPD1
ENST00000377767	ENSP00000366997	958	Q9Y2L1	DIS3
ENST00000377768	ENSP00000366998	404	Q9Y5X3	SNX5
ENST00000377770	ENSP00000367001	865	P42658	DPP6
ENST00000377777	ENSP00000367008	126	P58876	HIST1H2BD
ENST00000377791	ENSP00000367022	130	Q93077	HIST1H2AC
ENST00000377793	ENSP00000367024	237	Q86UY6	NAA40
ENST00000377797	ENSP00000367028	1488	Q13428	TCOF1
ENST00000377798	ENSP00000367029	419	Q9GZS1	POLR1E
ENST00000377799	ENSP00000367030	391	O14717	TRDMT1
ENST00000377801	ENSP00000367032	321	Q63HM9	PLCXD3
ENST00000377803	ENSP00000367034	103	P62805	HIST1H4A
ENST00000377805	ENSP00000367036	90	Q9H503	BANF2
ENST00000377811	ENSP00000367042	153	Q9NX14	NDUFB11
ENST00000377813	ENSP00000367044	1410	Q9P2E9	RRBP1
ENST00000377818	ENSP00000367049	82	Q08AG7	MZT1
ENST00000377819	ENSP00000367050	1032	O95197	RTN3
ENST00000377833	ENSP00000367064	3623	O60494	CUBN
ENST00000377834	ENSP00000367065	173	Q9Y543	HES2
ENST00000377838	ENSP00000367069	1243	Q9P243	ZFAT
ENST00000377843	ENSP00000367074	337	P48729	CSNK1A1
ENST00000377844	ENSP00000367075	748	Q9NR64	KLHL1
ENST00000377848	ENSP00000367079	2458	O00763	ACACB
ENST00000377855	ENSP00000367086	380	O00154	ACOT7
ENST00000377865	ENSP00000367096	1237	Q9HC56	PCDH9
ENST00000377871	ENSP00000367102	563	Q4U2R8	SLC22A6
ENST00000377873	ENSP00000367104	665	Q12934	BFSP1
ENST00000377881	ENSP00000367113	651	Q9H7E2	TDRD3
ENST00000377888	ENSP00000367120	388	Q13639	HTR4
ENST00000377890	ENSP00000367122	630	P08195	SLC3A2
ENST00000377893	ENSP00000367125	609	Q6NV75	GPR153
ENST00000377894	ENSP00000367126	651	Q9H7E2	TDRD3
ENST00000377898	ENSP00000367130	186	Q5TGS1	HES3
ENST00000377905	ENSP00000367137	497	Q9Y2C5	SLC17A4
ENST00000377906	ENSP00000367139	86	Q5DT21	SPINK9
ENST00000377918	ENSP00000367151	1159	O14917	PCDH17
ENST00000377921	ENSP00000367154	277	Q15404	RSU1
ENST00000377924	ENSP00000367157	275	A6NJW4	LRRC3C
ENST00000377930	ENSP00000367163	221	P86481	PRR20B
ENST00000377931	ENSP00000367164	221	P86496	PRR20A
ENST00000377939	ENSP00000367173	634	Q6ZRF8	RNF207
ENST00000377942	ENSP00000367177	1070	O95206	PCDH8
ENST00000377943	ENSP00000367178	225	P08579	SNRPB2
ENST00000377950	ENSP00000367185	251	Q6UWN5	LYPD5
ENST00000377953	ENSP00000367189	93	Q6UW78	UQCC3
ENST00000377957	ENSP00000367193	155	Q5FWF7	FBXO48
ENST00000377960	ENSP00000367196	154	Q9H4G4	GLIPR2
ENST00000377961	ENSP00000367197	276	O76038	SCGN
ENST00000377962	ENSP00000367198	334	O75829	CNMD
ENST00000377966	ENSP00000367202	971	O95980	RECK
ENST00000377967	ENSP00000367203	1401	O15550	KDM6A
ENST00000377970	ENSP00000367207	439	P01106	MYC
ENST00000377976	ENSP00000367214	248	A6NFK2	GRXCR2
ENST00000377981	ENSP00000367219	312	Q8NGT2	OR13J1
ENST00000377988	ENSP00000367227	472	A6NDV4	TMEM8B
ENST00000377990	ENSP00000367229	757	Q76N32	CEP68
ENST00000377991	ENSP00000367230	472	A6NDV4	TMEM8B
ENST00000378000	ENSP00000367239	349	Q96BW5	PTER
ENST00000378024	ENSP00000367263	5890	Q09666	AHNAK
ENST00000378026	ENSP00000367265	602	Q07065	CKAP4
ENST00000378037	ENSP00000367276	683	Q8WWK9	CKAP2
ENST00000378043	ENSP00000367282	585	O76090	BEST1
ENST00000378045	ENSP00000367284	155	Q8IVP5	FUNDC1
ENST00000378046	ENSP00000367285	155	P05230	FGF1
ENST00000378052	ENSP00000367291	281	Q6ZMS7	ZNF783
ENST00000378053	ENSP00000367292	649	Q9NZU0	FLRT3
ENST00000378060	ENSP00000367299	386	Q86VN1	VPS36
ENST00000378061	ENSP00000367300	752	Q6IV72	ZNF425
ENST00000378069	ENSP00000367309	520	P27338	MAOB
ENST00000378075	ENSP00000367315	292	A6NIK2	LRRC10B
ENST00000378076	ENSP00000367316	1063	P53708	ITGA8
ENST00000378078	ENSP00000367318	391	Q92546	RGP1
ENST00000378079	ENSP00000367319	452	Q5MNV8	FBXO47
ENST00000378090	ENSP00000367330	71	Q69YU5	C12orf73
ENST00000378092	ENSP00000367332	367	Q13303	KCNAB2
ENST00000378097	ENSP00000367337	367	Q13303	KCNAB2
ENST00000378103	ENSP00000367343	927	Q9HCG7	GBA2
ENST00000378106	ENSP00000367346	345	Q5TEU4	NDUFAF5
ENST00000378113	ENSP00000367353	360	Q96LP6	C12orf42
ENST00000378115	ENSP00000367355	484	A5YM69	ARHGEF35
ENST00000378116	ENSP00000367356	890	Q5VUB5	FAM171A1
ENST00000378119	ENSP00000367359	229	Q9GZU0	C6orf62
ENST00000378131	ENSP00000490336	202	O14990	PPP1R2C
ENST00000378138	ENSP00000367378	381	Q9UPC5	GPR34
ENST00000378142	ENSP00000367384	381	Q9UPC5	GPR34
ENST00000378149	ENSP00000367391	388	P0DJD7	PGA4
ENST00000378156	ENSP00000367398	1426	O75161	NPHP4
ENST00000378163	ENSP00000367405	926	O14936	CASK
ENST00000378164	ENSP00000367406	1199	Q6P1X5	TAF2
ENST00000378165	ENSP00000367407	498	O60551	NMT2
ENST00000378182	ENSP00000367424	407	O60858	TRIM13
ENST00000378186	ENSP00000367428	152	Q5J8X5	MS4A13
ENST00000378187	ENSP00000367429	130	A6NGS2	ERICH4
ENST00000378190	ENSP00000367432	411	Q9UKB5	AJAP1
ENST00000378191	ENSP00000367433	411	Q9UKB5	AJAP1
ENST00000378197	ENSP00000367439	283	P78345	RPP38
ENST00000378198	ENSP00000367440	362	O95551	TDP2
ENST00000378202	ENSP00000367444	283	P78345	RPP38
ENST00000378203	ENSP00000367445	283	P78345	RPP38
ENST00000378204	ENSP00000367446	746	Q16394	EXT1
ENST00000378209	ENSP00000367454	338	O76075	DFFB
ENST00000378214	ENSP00000367459	1072	Q5VV43	KIAA0319
ENST00000378220	ENSP00000367465	481	Q9GZU5	NYX
ENST00000378226	ENSP00000367471	522	Q9Y2F9	BTBD3
ENST00000378228	ENSP00000367473	265	Q9NV23	OLAH
ENST00000378230	ENSP00000367476	925	O60308	CEP104
ENST00000378240	ENSP00000367486	88	Q5JSS6	MEIG1
ENST00000378244	ENSP00000367490	294	Q8N2C3	DEPDC4
ENST00000378247	ENSP00000367494	714	Q8WWL2	SPIRE2
ENST00000378251	ENSP00000367498	583	Q8N1G4	LRRC47
ENST00000378278	ENSP00000367527	692	Q96SD1	DCLRE1C
ENST00000378279	ENSP00000367528	155	Q4LEZ3	AARD
ENST00000378295	ENSP00000367545	636	O15350	TP73
ENST00000378302	ENSP00000367552	531	Q8NDN9	RCBTB1
ENST00000378313	ENSP00000367564	351	Q5BKX5	C19orf54
ENST00000378319	ENSP00000367570	331	Q9UIL8	PHF11
ENST00000378330	ENSP00000367581	2663	Q6UB99	ANKRD11
ENST00000378344	ENSP00000367595	272	Q5T0D9	TPRG1L
ENST00000378357	ENSP00000367608	459	Q16790	CA9
ENST00000378364	ENSP00000367615	180	P07741	APRT
ENST00000378372	ENSP00000367623	509	Q0VDF9	HSPA14
ENST00000378378	ENSP00000367629	709	Q5VV41	ARHGEF16
ENST00000378380	ENSP00000367631	776	Q9NU02	ANKEF1
ENST00000378386	ENSP00000367637	443	Q9HD23	MRS2
ENST00000378387	ENSP00000367638	335	Q8N4T4	ARHGEF39
ENST00000378392	ENSP00000367644	776	Q9NU02	ANKEF1
ENST00000378396	ENSP00000367649	328	Q8NGK9	OR5D16
ENST00000378397	ENSP00000367650	311	Q8NGL0	OR5L2
ENST00000378402	ENSP00000367655	4243	Q86WI1	PKHD1L1
ENST00000378404	ENSP00000367658	377	Q8TDY3	ACTRT2
ENST00000378412	ENSP00000367668	779	Q495T6	MMEL1
ENST00000378423	ENSP00000367679	719	Q9P286	PAK5
ENST00000378429	ENSP00000367686	719	Q9P286	PAK5
ENST00000378434	ENSP00000367691	344	P43657	LPAR6
ENST00000378444	ENSP00000367705	1755	Q6W2J9	BCOR
ENST00000378453	ENSP00000367714	166	Q5TA89	HES5
ENST00000378454	ENSP00000367715	476	Q9UHG0	DCDC2
ENST00000378458	ENSP00000367719	131	Q9H098	FAM107B
ENST00000378460	ENSP00000367721	1436	Q12769	NUP160
ENST00000378462	ENSP00000367723	131	Q9H098	FAM107B
ENST00000378465	ENSP00000367726	131	Q9H098	FAM107B
ENST00000378466	ENSP00000367727	773	Q9NVE7	PANK4
ENST00000378467	ENSP00000367728	131	Q9H098	FAM107B
ENST00000378470	ENSP00000367731	131	Q9H098	FAM107B
ENST00000378474	ENSP00000367735	183	Q9NPA3	MID1IP1
ENST00000378478	ENSP00000367739	195	Q8IZ57	NRSN1
ENST00000378482	ENSP00000367743	249	P41732	TSPAN7
ENST00000378486	ENSP00000367747	1416	O75038	PLCH2
ENST00000378491	ENSP00000367752	195	Q8IZ57	NRSN1
ENST00000378493	ENSP00000367754	1175	Q15147	PLCB4
ENST00000378494	ENSP00000367755	323	Q7Z624	CAMKMT
ENST00000378495	ENSP00000367756	1591	O14795	UNC13B
ENST00000378509	ENSP00000367770	331	Q969S0	SLC35B4
ENST00000378526	ENSP00000367787	1009	P49916	LIG3
ENST00000378531	ENSP00000367792	497	Q5T089	MORN1
ENST00000378533	ENSP00000367794	464	P78539	SRPX
ENST00000378536	ENSP00000367797	728	P12755	SKI
ENST00000378538	ENSP00000367799	270	P17947	SPI1
ENST00000378546	ENSP00000367808	180	Q6NZ36	FAAP20
ENST00000378553	ENSP00000367815	725	Q8NEP3	DNAAF1
ENST00000378555	ENSP00000367817	558	O00592	PODXL
ENST00000378557	ENSP00000367819	538	Q7L5A3	FAM214B
ENST00000378561	ENSP00000367823	538	Q7L5A3	FAM214B
ENST00000378567	ENSP00000367830	592	Q05513	PRKCZ
ENST00000378569	ENSP00000367832	99	P80098	CCL7
ENST00000378572	ENSP00000367835	342	Q99633	PRPF18
ENST00000378578	ENSP00000367841	116	P51808	DYNLT3
ENST00000378585	ENSP00000367848	452	O14764	GABRD
ENST00000378588	ENSP00000367851	570	P04839	CYBB
ENST00000378609	ENSP00000367872	340	P62873	GNB1
ENST00000378610	ENSP00000367873	579	Q5VV42	CDKAL1
ENST00000378616	ENSP00000367879	444	P51811	XK
ENST00000378617	ENSP00000367880	1089	Q8TEQ8	PIGO
ENST00000378619	ENSP00000367882	420	Q6ZV70	LANCL3
ENST00000378623	ENSP00000367888	1905	O75096	LRP4
ENST00000378626	ENSP00000367891	136	P47929	LGALS7
ENST00000378628	ENSP00000367894	218	O14668	PRRG1
ENST00000378633	ENSP00000367900	783	Q9UQ88	CDK11A
ENST00000378643	ENSP00000367910	622	O15287	FANCG
ENST00000378644	ENSP00000367911	242	A8MT33	SYCE1L
ENST00000378653	ENSP00000367922	3187	Q6ZTR5	CFAP47
ENST00000378661	ENSP00000367930	423	Q8TDS5	OXER1
ENST00000378665	ENSP00000367934	82	O14949	UQCRQ
ENST00000378667	ENSP00000367936	82	O14949	UQCRQ
ENST00000378669	ENSP00000367938	114	O14548	COX7A2L
ENST00000378670	ENSP00000367939	82	O14949	UQCRQ
ENST00000378673	ENSP00000367942	454	O60383	GDF9
ENST00000378679	ENSP00000367950	852	Q2M3G4	SHROOM1
ENST00000378681	ENSP00000367952	138	Q8WVF2	UCMA
ENST00000378688	ENSP00000367959	471	P28223	HTR2A
ENST00000378695	ENSP00000367967	242	Q6UWM5	GLIPR1L1
ENST00000378700	ENSP00000367972	161	P47928	ID4
ENST00000378719	ENSP00000367991	483	Q92599	SEPTIN8
ENST00000378720	ENSP00000367992	282	P10768	ESD
ENST00000378731	ENSP00000368005	369	Q6ZMN8	CCNI2
